symbol	Gcn1_SCR_0pt5mM_A	Gcn1_SCR_0pt5mM_B	Gcn1_SCR_4mM_A	Gcn1_SCR_4mM_B
ENSMUSG00000038305.15|Spats2l	157	166	283	287
ENSMUSG00000038312.10|Edem2	612	703	709	821
ENSMUSG00000038319.14|Kcnh2	169	193	253	311
ENSMUSG00000038323.3|1700066M21Rik	435	487	466	538
ENSMUSG00000038324.13|Trpc4ap	2415	2529	2572	2851
ENSMUSG00000038331.15|Satb2	157	149	189	185
ENSMUSG00000038332.13|Sesn1	110	104	132	113
ENSMUSG00000038335.13|Tsr1	4626	5116	5334	6382
ENSMUSG00000038342.15|Mlxip	1144	1172	1193	1446
ENSMUSG00000038344.14|Txlng	494	631	666	669
ENSMUSG00000038346.18|Zfp384	2213	2393	2505	2865
ENSMUSG00000038347.15|Tcte2	37	56	43	54
ENSMUSG00000038349.10|Plcl1	42	44	71	64
ENSMUSG00000038351.14|Sgsm2	557	570	603	611
ENSMUSG00000038354.13|Ankrd35	23	26	27	47
ENSMUSG00000038365.8|Fbxo25	523	588	417	455
ENSMUSG00000038366.15|Lasp1	14269	14981	15069	17284
ENSMUSG00000038368.16|Focad	584	722	934	982
ENSMUSG00000038369.14|Ncoa6	2526	2716	2748	2990
ENSMUSG00000038371.15|Sbf2	1467	1496	2001	2236
ENSMUSG00000038372.14|Gmds	499	598	1015	1013
ENSMUSG00000038374.10|Rbm8a	1442	1604	1383	1542
ENSMUSG00000038375.15|Trp53inp2	535	604	471	592
ENSMUSG00000038379.15|Ttk	552	641	495	549
ENSMUSG00000038383.16|Pigu	799	844	806	1021
ENSMUSG00000038384.16|Setd1b	935	1003	905	993
ENSMUSG00000038387.9|Rras	741	682	800	824
ENSMUSG00000038388.14|Mpp6	2347	2727	2831	3101
ENSMUSG00000038393.14|Txnip	17070	17870	19960	21073
ENSMUSG00000038398.8|Upf3a	510	673	605	660
ENSMUSG00000038400.15|Pmepa1	2166	2476	1885	2146
ENSMUSG00000038402.2|Foxf2	558	629	757	892
ENSMUSG00000038406.17|Scaf1	1342	1516	1189	1351
ENSMUSG00000038408.14|1700018A04Rik	24	23	42	39
ENSMUSG00000038412.8|Higd1a	519	581	502	559
ENSMUSG00000038415.10|Foxq1	1256	1534	2225	2409
ENSMUSG00000038416.15|Cdc16	1672	2104	2016	2216
ENSMUSG00000038417.4|Fig4	316	391	306	302
ENSMUSG00000038418.7|Egr1	3305	3631	2682	2981
ENSMUSG00000038422.2|Hdhd3	28	22	29	39
ENSMUSG00000038425.18|Poli	264	341	292	332
ENSMUSG00000038429.10|Usp5	2593	2513	2278	2620
ENSMUSG00000038437.11|Mllt6	2414	2492	2311	2504
ENSMUSG00000038446.8|Cdc40	1057	1219	1182	1211
ENSMUSG00000038451.13|Spsb2	168	164	173	179
ENSMUSG00000038459.10|Abhd17c	1189	1395	1416	1548
ENSMUSG00000038462.3|Uqcrfs1	1696	1945	1949	2185
ENSMUSG00000038463.8|Olfml2b	437	477	380	476
ENSMUSG00000038467.15|Chmp4b	3849	4259	4000	4584
ENSMUSG00000038473.14|Nos1ap	34	46	60	60
ENSMUSG00000038481.13|Cdk19	1104	1317	1126	1204
ENSMUSG00000038482.11|Tfdp1	4459	4897	3437	3970
ENSMUSG00000038485.5|Socs7	1520	1581	1259	1458
ENSMUSG00000038486.9|Sv2a	121	119	137	148
ENSMUSG00000038489.8|Polr2l	626	527	560	679
ENSMUSG00000038495.14|Otud7b	3229	3664	3184	3524
ENSMUSG00000038496.16|Slc19a3	41	54	61	63
ENSMUSG00000038497.7|Tmco3	745	750	629	650
ENSMUSG00000038500.15|Prr3	720	864	698	790
ENSMUSG00000038502.17|Ptov1	993	1014	969	1108
ENSMUSG00000038503.15|Mesd	1178	1275	1311	1603
ENSMUSG00000038506.13|Dcun1d2	614	615	593	637
ENSMUSG00000038507.6|Parp12	341	400	457	569
ENSMUSG00000038508.7|Gdf15	445	636	526	647
ENSMUSG00000038510.12|Rpf2	682	853	993	951
ENSMUSG00000038515.10|Grtp1	156	175	184	167
ENSMUSG00000038517.15|Tbkbp1	415	464	436	475
ENSMUSG00000038518.15|Jarid2	188	233	274	366
ENSMUSG00000038520.15|Tbc1d17	667	633	721	845
ENSMUSG00000038521.17|C1s1	817	800	596	698
ENSMUSG00000038524.13|Fchsd1	352	294	294	330
ENSMUSG00000038525.16|Armc10	1087	1190	1123	1213
ENSMUSG00000038527.9|C1rl	117	122	195	225
ENSMUSG00000038533.15|Cbfa2t2	760	767	639	708
ENSMUSG00000038534.18|Osbpl7	375	429	339	394
ENSMUSG00000038535.17|Zfp280d	820	939	1032	1061
ENSMUSG00000038538.17|Ubn2	1595	1919	2070	2116
ENSMUSG00000038539.15|Atf5	4729	5946	4888	5856
ENSMUSG00000038542.14|Pcid2	1013	1018	1016	1169
ENSMUSG00000038544.14|Inip	845	1015	769	836
ENSMUSG00000038545.13|Cul7	2105	2254	1713	2045
ENSMUSG00000038546.9|Ranbp9	1923	2230	1951	2139
ENSMUSG00000038550.10|Ciart	1370	1505	1916	2185
ENSMUSG00000038552.14|Fndc4	603	596	587	667
ENSMUSG00000038563.14|Efl1	827	930	859	932
ENSMUSG00000038564.11|Ift172	1153	1289	1522	1698
ENSMUSG00000038569.13|Rad9b	134	127	155	184
ENSMUSG00000038570.15|Saxo2	28	31	26	32
ENSMUSG00000038578.15|Susd1	240	272	260	268
ENSMUSG00000038582.15|Pptc7	1088	1227	984	1160
ENSMUSG00000038587.9|Akap12	361	414	472	498
ENSMUSG00000038593.18|Tctn1	201	198	213	245
ENSMUSG00000038594.9|Cep85l	153	191	210	206
ENSMUSG00000038604.9|Ripor1	2042	2341	1778	1969
ENSMUSG00000038605.11|Samd10	270	312	283	293
ENSMUSG00000038607.12|Gng10	365	464	459	505
ENSMUSG00000038611.17|Phrf1	1631	1894	1699	1972
ENSMUSG00000038612.16|Mcl1	3855	4488	3663	3947
ENSMUSG00000038615.17|Nfe2l1	14135	14732	18049	20332
ENSMUSG00000038618.12|Rassf7	623	641	464	446
ENSMUSG00000038619.12|Ensa	3460	3721	3519	4037
ENSMUSG00000038622.8|Med30	537	636	541	573
ENSMUSG00000038628.8|Polr3k	1037	1270	1031	1089
ENSMUSG00000038633.5|Degs1	3640	4320	4045	4759
ENSMUSG00000038637.15|Lrrc56	21	38	25	45
ENSMUSG00000038644.14|Pold1	1004	1069	735	941
ENSMUSG00000038646.13|Ramac	1154	1456	1285	1426
ENSMUSG00000038648.5|Creb3l2	867	991	1362	1474
ENSMUSG00000038650.15|Rnh1	3642	3483	3610	4180
ENSMUSG00000038658.15|Ric1	958	1021	1038	1141
ENSMUSG00000038664.16|Herc1	1775	2016	1890	2049
ENSMUSG00000038668.14|Lpar1	202	229	266	290
ENSMUSG00000038671.15|Arfrp1	2057	2350	2380	2847
ENSMUSG00000038679.16|Trps1	541	641	820	843
ENSMUSG00000038683.16|Pak1ip1	1957	2256	2108	2338
ENSMUSG00000038685.18|Rtel1	2029	2139	1949	2309
ENSMUSG00000038690.15|Atp5j2	2161	2277	2131	2367
ENSMUSG00000038695.13|Josd2	382	408	498	535
ENSMUSG00000038696.14|Mapkap1	1283	1481	1229	1340
ENSMUSG00000038697.15|Taf5l	1721	1870	1827	2133
ENSMUSG00000038705.13|Gmeb2	2050	2157	2291	2649
ENSMUSG00000038708.10|Golga4	2815	3191	2824	3309
ENSMUSG00000038712.16|Mindy1	3642	4013	4376	5036
ENSMUSG00000038717.8|Atp5l	2414	2565	2157	2462
ENSMUSG00000038718.15|Pbx3	301	332	382	440
ENSMUSG00000038722.17|Bud31	1868	1997	1763	1899
ENSMUSG00000038725.13|Pkhd1l1	429	522	566	661
ENSMUSG00000038729.23|Akap2	2920	3160	2598	2935
ENSMUSG00000038732.15|Mboat1	4054	4579	4705	5438
ENSMUSG00000038733.14|Wdr26	5690	6524	5653	6176
ENSMUSG00000038736.10|Nudcd1	2062	2406	2822	3169
ENSMUSG00000038740.9|Mvb12b	429	424	369	443
ENSMUSG00000038742.7|Angptl6	719	715	775	981
ENSMUSG00000038759.15|Nup205	4256	4673	4351	4995
ENSMUSG00000038762.15|Abcf1	4234	4348	3953	4487
ENSMUSG00000038763.12|Alpk3	52	45	44	52
ENSMUSG00000038764.14|Ptpn3	510	533	544	589
ENSMUSG00000038766.16|Gabpb2	4951	5675	6304	6947
ENSMUSG00000038773.11|Kdm3b	2185	2365	2440	2737
ENSMUSG00000038774.9|Ascc3	2406	2863	2865	2995
ENSMUSG00000038775.14|Vill	1656	1784	1698	1896
ENSMUSG00000038776.13|Ephx1	925	1021	913	1003
ENSMUSG00000038780.14|Smurf1	2823	2947	2582	3099
ENSMUSG00000038781.7|Stap2	579	581	656	723
ENSMUSG00000038784.13|Cnot4	1288	1403	1288	1428
ENSMUSG00000038793.8|Lefty1	160	202	172	191
ENSMUSG00000038797.13|Zscan2	160	161	131	169
ENSMUSG00000038803.7|Ost4	1009	981	939	1093
ENSMUSG00000038806.7|Sde2	1682	1940	1738	1986
ENSMUSG00000038807.18|Rap1gap2	2487	2606	3005	3168
ENSMUSG00000038811.13|Gngt2	102	135	113	127
ENSMUSG00000038812.16|Trmt112	792	934	950	1098
ENSMUSG00000038816.14|Ctnnal1	292	379	346	376
ENSMUSG00000038822.15|Hace1	419	514	538	530
ENSMUSG00000038827.11|Fam206a	588	608	774	808
ENSMUSG00000038828.13|Tmem214	1498	1469	1894	2282
ENSMUSG00000038831.16|Ralgps1	260	255	222	239
ENSMUSG00000038836.15|Agbl3	119	157	140	171
ENSMUSG00000038838.15|Vars2	1986	1787	2281	2774
ENSMUSG00000038843.18|Gcnt1	2467	3005	2861	3187
ENSMUSG00000038844.10|Kif16b	763	783	955	1053
ENSMUSG00000038845.11|Phb	2933	3170	2469	2991
ENSMUSG00000038848.14|Ythdf1	3481	3740	3427	3966
ENSMUSG00000038855.10|Itpkb	301	261	302	299
ENSMUSG00000038859.7|Baiap2l1	2570	2991	3383	3831
ENSMUSG00000038860.15|Garnl3	72	79	76	78
ENSMUSG00000038861.14|Pi4kb	900	934	778	920
ENSMUSG00000038866.15|Zcchc2	1311	1483	1588	1810
ENSMUSG00000038871.5|Bpgm	490	510	593	625
ENSMUSG00000038872.10|Zfhx3	529	637	460	495
ENSMUSG00000038876.12|Rnf146	958	1162	1109	1208
ENSMUSG00000038879.8|Nipal2	25	45	40	73
ENSMUSG00000038880.13|Mrps34	636	783	652	775
ENSMUSG00000038884.14|A230050P20Rik	65	78	100	110
ENSMUSG00000038886.10|Man2a2	1378	1479	1265	1355
ENSMUSG00000038888.8|Ctu1	176	186	163	163
ENSMUSG00000038893.12|Fam117a	330	338	219	244
ENSMUSG00000038894.7|Irs2	831	1021	868	1050
ENSMUSG00000038895.16|Zfp653	109	151	121	161
ENSMUSG00000038900.17|Rpl12	28658	31243	33864	38146
ENSMUSG00000038902.14|Pogz	2097	2224	2080	2398
ENSMUSG00000038903.13|Ccdc68	224	309	306	340
ENSMUSG00000038909.16|Kat7	2916	3349	3103	3674
ENSMUSG00000038910.7|Plcl2	1713	1940	2162	2389
ENSMUSG00000038914.15|Dido1	2279	2552	2425	2738
ENSMUSG00000038917.4|3930402G23Rik	21	22	42	48
ENSMUSG00000038930.11|Rccd1	199	198	177	201
ENSMUSG00000038936.13|Sccpdh	821	932	813	1007
ENSMUSG00000038943.16|Prc1	2542	2907	3121	3459
ENSMUSG00000038949.8|Cnst	887	1005	839	1025
ENSMUSG00000038954.14|Supt3	660	681	949	1014
ENSMUSG00000038957.13|Edc3	1161	1296	995	1148
ENSMUSG00000038963.15|Slco4a1	1353	1274	1091	1353
ENSMUSG00000038965.17|Ube2l3	3392	3768	3206	3704
ENSMUSG00000038967.13|Pdk2	144	143	133	140
ENSMUSG00000038970.7|Lmtk2	1975	2199	2068	2329
ENSMUSG00000038975.14|Rabggtb	2482	2863	2696	3020
ENSMUSG00000038976.12|Ppp1r9b	1579	1663	1647	1880
ENSMUSG00000038982.10|Bloc1s5	303	304	272	301
ENSMUSG00000038990.14|Cables2	1643	1790	1292	1400
ENSMUSG00000038991.17|Txndc5	3798	4057	5098	6143
ENSMUSG00000039000.8|Ube3c	2836	3250	2827	3187
ENSMUSG00000039001.12|Rps21	8715	8788	8508	10051
ENSMUSG00000039004.6|Bmp6	58	70	87	96
ENSMUSG00000039005.13|Tlr4	684	826	757	783
ENSMUSG00000039007.10|Cpq	23	46	35	48
ENSMUSG00000039016.5|Timm8b	778	810	728	821
ENSMUSG00000039018.15|Mtg1	229	245	319	336
ENSMUSG00000039031.16|Arhgap18	1248	1478	1376	1425
ENSMUSG00000039033.11|Tasp1	209	257	320	336
ENSMUSG00000039041.15|Adrm1	4259	4587	4414	5016
ENSMUSG00000039043.5|Arpin	777	926	981	1061
ENSMUSG00000039046.15|Usp6nl	8895	10113	10495	11175
ENSMUSG00000039047.17|Pigk	1501	1604	1535	1825
ENSMUSG00000039048.15|Foxred1	593	681	696	864
ENSMUSG00000039050.8|Osbpl2	1804	1945	1670	1971
ENSMUSG00000039055.4|Eme1	232	235	143	168
ENSMUSG00000039058.11|Ak5	435	485	570	633
ENSMUSG00000039063.5|Echdc3	469	523	450	511
ENSMUSG00000039065.11|Fam173b	447	462	515	509
ENSMUSG00000039067.5|Psmd7	3122	3342	2904	3436
ENSMUSG00000039068.16|Zzz3	4006	4708	4295	4893
ENSMUSG00000039069.19|Mtg2	544	553	587	712
ENSMUSG00000039081.10|Zfp503	746	991	1096	1134
ENSMUSG00000039086.9|Ss18l1	366	427	265	300
ENSMUSG00000039087.17|Rreb1	1534	1608	1761	1973
ENSMUSG00000039089.15|L3mbtl3	865	945	687	857
ENSMUSG00000039096.10|Rsad1	670	723	824	857
ENSMUSG00000039100.10|March6	4609	4957	5312	6274
ENSMUSG00000039103.12|Nexn	105	98	90	86
ENSMUSG00000039105.6|Atp6v1g1	2612	2847	2508	2825
ENSMUSG00000039108.14|Lsm14b	1751	1869	1436	1507
ENSMUSG00000039110.14|Mycbpap	165	141	131	161
ENSMUSG00000039114.16|Nrn1	2296	3008	2778	2948
ENSMUSG00000039116.6|Adgrg6	672	722	812	870
ENSMUSG00000039117.16|Taf4	1559	1753	1594	1773
ENSMUSG00000039126.10|Prune2	323	365	644	630
ENSMUSG00000039128.13|Cdc123	3037	3341	2675	3017
ENSMUSG00000039130.18|Zc3hc1	1427	1466	1616	1745
ENSMUSG00000039131.15|Gipc2	1010	1424	1258	1281
ENSMUSG00000039137.18|Whrn	65	67	74	91
ENSMUSG00000039145.16|Camk1d	3546	3991	3855	4240
ENSMUSG00000039148.5|Sart1	1380	1552	1444	1652
ENSMUSG00000039153.16|Runx2	1912	2283	2857	3135
ENSMUSG00000039156.19|Stim2	1739	1903	2125	2208
ENSMUSG00000039157.12|Fam102a	237	259	159	180
ENSMUSG00000039158.11|Akna	105	145	131	122
ENSMUSG00000039159.16|Ube2h	4410	5045	4422	4689
ENSMUSG00000039163.10|Cmc1	536	549	473	554
ENSMUSG00000039164.2|Naif1	191	216	162	194
ENSMUSG00000039166.16|Akap7	268	299	352	405
ENSMUSG00000039168.15|Dap	4831	5255	6226	6607
ENSMUSG00000039176.17|Polg	1143	1230	951	1149
ENSMUSG00000039178.9|Tbc1d19	564	625	575	656
ENSMUSG00000039182.6|AW209491	862	925	956	1031
ENSMUSG00000039183.6|Nubp2	754	760	639	752
ENSMUSG00000039187.16|Fanci	289	346	266	284
ENSMUSG00000039191.12|Rbpj	9900	11096	12713	13965
ENSMUSG00000039193.9|Nlrc4	518	604	592	558
ENSMUSG00000039195.4|1110008P14Rik	452	500	409	457
ENSMUSG00000039197.10|Adk	1875	2123	2337	2401
ENSMUSG00000039199.6|Zdhhc1	151	176	147	172
ENSMUSG00000039201.9|Tbc1d25	343	344	387	453
ENSMUSG00000039202.12|Abhd2	9495	10300	7824	9175
ENSMUSG00000039205.16|Ciz1	1422	1486	1515	1635
ENSMUSG00000039206.13|Daglb	233	229	234	252
ENSMUSG00000039208.15|Metrnl	302	322	258	294
ENSMUSG00000039210.16|Gpatch2	528	631	592	637
ENSMUSG00000039217.13|Il18	41	46	50	41
ENSMUSG00000039218.17|Srrm2	18976	21133	20877	23522
ENSMUSG00000039219.18|Arid4b	1471	1731	1326	1426
ENSMUSG00000039220.16|Ppp1r10	2745	2764	3825	4413
ENSMUSG00000039221.10|Rpl22l1	2306	2654	3192	3268
ENSMUSG00000039230.14|Tbcd	1227	1266	1472	1675
ENSMUSG00000039231.18|Suv39h1	1293	1505	1180	1363
ENSMUSG00000039232.12|Stx11	264	363	299	289
ENSMUSG00000039233.12|Tbce	906	1072	1183	1231
ENSMUSG00000039234.11|Sec24d	964	1040	1472	1609
ENSMUSG00000039236.18|Isg20	910	938	1159	1357
ENSMUSG00000039239.14|Tgfb2	103	115	102	93
ENSMUSG00000039242.10|B3galnt2	1405	1750	1284	1539
ENSMUSG00000039244.10|E130309D02Rik	649	758	663	797
ENSMUSG00000039246.8|Lyplal1	234	246	266	294
ENSMUSG00000039253.7|Fn3krp	214	244	227	220
ENSMUSG00000039254.16|Pomt1	507	572	511	661
ENSMUSG00000039262.16|Prrc2b	5745	6012	6074	7004
ENSMUSG00000039263.16|Npepl1	2789	2958	3321	3809
ENSMUSG00000039270.9|Megf9	177	218	198	272
ENSMUSG00000039275.9|Foxk2	2828	3109	2575	2947
ENSMUSG00000039285.12|Azi2	1108	1337	1178	1266
ENSMUSG00000039286.12|Fndc3b	5478	5818	6423	7096
ENSMUSG00000039294.14|Cybc1	809	888	658	754
ENSMUSG00000039298.16|Cdk5rap2	1142	1294	1116	1257
ENSMUSG00000039307.16|Hexdc	481	520	554	598
ENSMUSG00000039308.6|Ndst2	374	438	333	408
ENSMUSG00000039318.12|Rab3gap2	1826	1978	1974	2216
ENSMUSG00000039345.16|Mettl22	209	181	246	276
ENSMUSG00000039347.7|Atp6v0e2	323	313	275	361
ENSMUSG00000039349.5|C130074G19Rik	3568	3679	5149	5418
ENSMUSG00000039354.16|Smarcal1	471	462	530	571
ENSMUSG00000039356.15|Exosc2	1314	1378	1310	1504
ENSMUSG00000039357.2|Fut11	260	330	323	343
ENSMUSG00000039361.11|Picalm	8360	9558	8989	9866
ENSMUSG00000039367.11|Sec24c	3377	3559	3937	4504
ENSMUSG00000039377.7|Hlx	160	219	200	194
ENSMUSG00000039382.12|Wdr45	1246	1230	1055	1198
ENSMUSG00000039384.8|Dusp10	703	688	560	660
ENSMUSG00000039385.5|Cdh6	228	305	238	269
ENSMUSG00000039395.8|Mreg	31	45	34	43
ENSMUSG00000039396.11|Neil3	168	225	104	126
ENSMUSG00000039405.7|Prss23	105	158	58	76
ENSMUSG00000039414.10|Heatr5b	1238	1275	1192	1362
ENSMUSG00000039427.14|Alg1	490	503	537	677
ENSMUSG00000039428.11|Tmem135	883	989	1001	1136
ENSMUSG00000039431.16|Mtmr7	228	231	269	307
ENSMUSG00000039438.7|Ttc36	22	46	31	45
ENSMUSG00000039449.14|Prpf18	1615	1804	1703	1865
ENSMUSG00000039450.11|Dcxr	60	70	86	78
ENSMUSG00000039456.10|Morc3	2506	2943	2558	2679
ENSMUSG00000039457.4|Ppl	1010	1029	711	832
ENSMUSG00000039458.15|Mtmr12	754	879	758	864
ENSMUSG00000039461.12|Tcta	246	278	366	441
ENSMUSG00000039463.14|Slc9a8	1199	1265	1491	1837
ENSMUSG00000039470.15|Zdhhc2	476	496	569	608
ENSMUSG00000039473.8|Ubn1	910	1046	718	751
ENSMUSG00000039474.13|Wfs1	711	786	804	955
ENSMUSG00000039476.13|Prrx2	120	74	87	80
ENSMUSG00000039477.16|Tnrc18	2345	2568	2976	3348
ENSMUSG00000039478.15|Micu3	269	308	364	412
ENSMUSG00000039480.14|Nt5dc1	456	493	663	682
ENSMUSG00000039483.10|Asb6	992	988	997	1265
ENSMUSG00000039485.8|Tspyl4	24	28	54	59
ENSMUSG00000039496.8|Cdnf	116	154	219	231
ENSMUSG00000039497.8|Dse	954	1030	822	969
ENSMUSG00000039501.14|Znfx1	912	975	860	921
ENSMUSG00000039509.8|Nup133	1480	1518	1199	1468
ENSMUSG00000039512.12|Uhrf1bp1	2878	3080	2806	3249
ENSMUSG00000039515.11|Ptpa	2191	2338	2589	2869
ENSMUSG00000039518.7|Cdsn	462	442	364	488
ENSMUSG00000039523.16|Cep104	719	808	736	839
ENSMUSG00000039530.17|Tusc3	959	1213	1143	1293
ENSMUSG00000039531.8|Zup1	306	356	330	357
ENSMUSG00000039536.16|Stau1	2964	3434	3236	3612
ENSMUSG00000039542.16|Ncam1	1252	1408	1046	1406
ENSMUSG00000039556.16|Ppp1r3f	49	65	155	152
ENSMUSG00000039568.6|Ubald1	643	681	695	800
ENSMUSG00000039585.15|Myo9a	1275	1403	1243	1415
ENSMUSG00000039599.16|Fam149b	514	535	505	545
ENSMUSG00000039607.15|Rbms3	56	76	75	71
ENSMUSG00000039611.2|Tmem246	35	42	47	58
ENSMUSG00000039615.9|Stub1	2832	3051	2736	3156
ENSMUSG00000039616.10|Mocos	208	198	235	216
ENSMUSG00000039617.8|Gm7488	45	40	48	45
ENSMUSG00000039621.13|Prex1	88	76	140	155
ENSMUSG00000039623.13|Ap5z1	439	464	407	502
ENSMUSG00000039630.10|Hnrnpu	22271	27713	24992	27031
ENSMUSG00000039633.6|Lonrf1	313	345	283	341
ENSMUSG00000039634.12|Zfp189	268	345	273	289
ENSMUSG00000039637.15|Coro7	446	463	426	525
ENSMUSG00000039640.7|Mrpl12	1903	1979	2131	2448
ENSMUSG00000039646.5|Vasn	269	258	215	279
ENSMUSG00000039648.14|Kyat1	186	220	294	314
ENSMUSG00000039652.16|Cpeb3	123	150	115	189
ENSMUSG00000039656.17|Rxrb	1980	1927	2223	2551
ENSMUSG00000039660.16|Spout1	629	571	489	637
ENSMUSG00000039662.16|Icmt	1068	1039	1074	1192
ENSMUSG00000039670.2|Oxld1	65	64	62	76
ENSMUSG00000039671.18|Zmynd8	2430	2684	2711	2940
ENSMUSG00000039678.12|Tbc1d13	936	927	810	886
ENSMUSG00000039680.10|Mrps6	1065	1277	1392	1565
ENSMUSG00000039682.12|Lap3	2826	3236	3757	4128
ENSMUSG00000039684.9|Gm5422	73	98	98	87
ENSMUSG00000039686.14|Zer1	490	537	518	535
ENSMUSG00000039693.11|Msantd3	103	134	107	123
ENSMUSG00000039697.16|Ncoa7	489	578	516	615
ENSMUSG00000039701.11|Usp53	1329	1519	1635	1688
ENSMUSG00000039703.15|Nploc4	3787	3877	3609	4113
ENSMUSG00000039704.7|Lmbrd2	2687	3109	2750	2871
ENSMUSG00000039713.16|Plekhg5	169	198	111	156
ENSMUSG00000039715.8|Wdr34	292	302	332	373
ENSMUSG00000039725.6|Trp53rka	507	546	583	661
ENSMUSG00000039735.15|Fnbp1l	3704	4186	3824	4022
ENSMUSG00000039737.11|Prkrip1	740	777	724	810
ENSMUSG00000039738.16|Slx4	637	665	539	590
ENSMUSG00000039740.6|Alg2	1475	1701	2060	2366
ENSMUSG00000039741.15|Bahcc1	2169	2235	2293	2554
ENSMUSG00000039742.15|Fam71f1	164	138	163	203
ENSMUSG00000039745.8|Htatip2	714	753	1150	1211
ENSMUSG00000039747.11|Orai2	985	995	1323	1453
ENSMUSG00000039748.11|Exo1	693	726	447	451
ENSMUSG00000039753.16|Fbxl5	4225	4843	5123	5281
ENSMUSG00000039754.10|Alkbh4	145	193	142	135
ENSMUSG00000039756.12|Dnttip2	4865	5607	4869	5415
ENSMUSG00000039759.10|Thap3	171	204	188	225
ENSMUSG00000039763.10|Dnajc28	154	190	152	159
ENSMUSG00000039765.15|Cc2d2a	444	472	586	669
ENSMUSG00000039768.16|Dnajc11	1551	1624	1555	1794
ENSMUSG00000039770.6|Ypel5	2127	2310	2117	2353
ENSMUSG00000039771.13|Polr2j	991	1045	945	998
ENSMUSG00000039774.12|Galnt12	177	174	196	205
ENSMUSG00000039781.14|Cep131	283	330	198	240
ENSMUSG00000039782.14|Cpeb2	197	231	241	227
ENSMUSG00000039787.13|Cercam	39	43	30	26
ENSMUSG00000039789.7|Zfp597	297	442	357	398
ENSMUSG00000039795.14|Zfand1	529	640	737	755
ENSMUSG00000039801.7|Cplane1	1764	1818	1675	1686
ENSMUSG00000039804.15|Ncoa5	1698	1863	1901	2171
ENSMUSG00000039810.11|Zc3h10	337	366	382	411
ENSMUSG00000039813.14|Tbc1d2	337	352	356	409
ENSMUSG00000039824.4|Myl6b	152	178	107	143
ENSMUSG00000039826.13|Trub2	1013	1083	1101	1294
ENSMUSG00000039828.7|Wdr70	1288	1484	1470	1657
ENSMUSG00000039831.16|Arhgap29	282	330	246	297
ENSMUSG00000039834.17|Zfp335	789	862	856	926
ENSMUSG00000039835.16|Nhsl1	273	344	294	350
ENSMUSG00000039840.8|Epg5	1715	1997	1402	1780
ENSMUSG00000039841.14|Zfp800	852	1046	935	944
ENSMUSG00000039842.15|Mcph1	767	853	857	973
ENSMUSG00000039844.19|Rapgef1	1981	1952	2131	2535
ENSMUSG00000039849.5|Pcif1	388	424	609	728
ENSMUSG00000039850.16|Endov	938	953	1132	1278
ENSMUSG00000039852.17|Rere	3432	3667	3712	4262
ENSMUSG00000039853.18|Trim14	66	98	93	100
ENSMUSG00000039865.8|Slc44a3	530	550	675	808
ENSMUSG00000039879.9|Heca	909	866	797	785
ENSMUSG00000039886.8|Tmem120a	1084	1216	884	1123
ENSMUSG00000039887.11|Alg14	361	391	406	447
ENSMUSG00000039901.10|Armh3	472	482	555	659
ENSMUSG00000039903.17|Eva1c	848	920	909	1059
ENSMUSG00000039908.14|Slc26a11	312	313	246	345
ENSMUSG00000039910.10|Cited2	1806	2202	2079	2185
ENSMUSG00000039911.13|Spsb1	219	232	143	172
ENSMUSG00000039914.6|Coq10a	190	195	193	182
ENSMUSG00000039917.10|Rhbdd2	711	846	918	1059
ENSMUSG00000039929.14|Urb1	1338	1516	1491	1723
ENSMUSG00000039934.12|Gsap	676	735	1218	1289
ENSMUSG00000039936.18|Pik3cd	88	52	73	70
ENSMUSG00000039942.15|Ptger4	49	48	49	60
ENSMUSG00000039952.15|Dag1	2784	2934	2677	3073
ENSMUSG00000039953.13|Clstn1	1316	1363	1410	1630
ENSMUSG00000039958.17|Etfbkmt	187	203	137	152
ENSMUSG00000039959.13|Hip1	2033	2067	1551	1774
ENSMUSG00000039960.5|Rhou	1210	1311	1450	1597
ENSMUSG00000039967.14|Zfp292	1463	1700	1629	1708
ENSMUSG00000039968.9|Rsbn1l	671	816	849	794
ENSMUSG00000039976.4|Tbc1d16	206	214	229	231
ENSMUSG00000039982.8|Dtx4	940	1020	1455	1511
ENSMUSG00000039983.13|Ccdc32	186	207	174	167
ENSMUSG00000039985.14|Sinhcaf	3124	3620	3293	3621
ENSMUSG00000039987.15|Phtf2	303	360	270	324
ENSMUSG00000039988.14|Ankrd13c	1421	1688	1369	1571
ENSMUSG00000039989.7|Cbx4	722	996	685	782
ENSMUSG00000039990.16|Edrf1	435	489	362	493
ENSMUSG00000039994.15|Timeless	1318	1369	1209	1382
ENSMUSG00000039997.16|Ifi203	466	570	1070	1059
ENSMUSG00000040003.18|Magi2	26	47	46	63
ENSMUSG00000040006.13|Ginm1	644	764	603	749
ENSMUSG00000040007.8|Bahd1	1303	1298	1079	1178
ENSMUSG00000040010.10|Slc7a5	8690	9110	11463	14353
ENSMUSG00000040018.9|Cox15	968	1132	1168	1335
ENSMUSG00000040021.13|Lats1	2548	2923	2852	3243
ENSMUSG00000040022.14|Rab11fip2	433	572	499	523
ENSMUSG00000040025.17|Ythdf2	1823	2164	1920	2159
ENSMUSG00000040026.8|Saa3	328	254	597	665
ENSMUSG00000040028.10|Elavl1	2539	2822	2558	2872
